工作岗位,薪资待遇,实习时长,工作描述,学历要求,招聘人数,发布时间,公司名称,公司地址,企业领域,公司规模,年份,省份
税务外勤实习-可转正-重庆渝北,166,6个月,： 【 】 1 、 负责 客户 公司 账务 ， 包括 每月 做账 ， 原始 单据 整理 ； 2 、 税盘 抄税 ， 清卡 ， 申报 每月 个 税 ， 增值税 ， 以及 当月 应 申报 小 税种 ； 3 、 每月 出具 财务报表 （ 资产 负债表 、 利润表 ） ； 4 、 账务 处理过程 中 ， 若 发现 账务 问题 需 及时 客户 沟通 反馈 ； 5 、 结合 客户 账务 情况 ， 配合 关联 部门 出具 客户 体检表 ， 配合 提供 价值 呈现 关联 数据 ； 6 、 配合 关联 部门 解答 客户 账务 疑问 及 对账 ； 7 、 财务 外 包 客户 上门服务 （ 整理 资料 ， 做账 ， 开票 ， 财务咨询 ） ； 8 、 账务 处理 ， 财务 外 包 客户 出具 内账 报表 ； 9 、 社保 ， 公积金 开户 ， 增减 员 。 ： １ 、 全日制 大专 及 以上学历 ， 财会 专业 ， 需 持有 初级 会计证 ， 中级会计 证 优先 ； 2 、 全盘 会计 经验 或 代理 记账 会计 经验 优先 ； 3 、 具备 会计核算 基础 ， 熟练 使用 办公 软件 及 相关 函数 应用 4 、 做事 认真负责 ， 团队 合作 意识 ， 且 不 排斥 客户 沟通 。,大专,3,2024-09-27,金米东莞分公司,重庆省渝北区红旗河沟总商会大厦22楼2202金米财税,咨询/法律/人力资源,301~1000人,2024,重庆
,166,3个月,"： 根据 GCP 研究 方案 , 协助 研究者 完成 各项 ：   1 、 协助 研究者 完成 伦理 资料 递交 、 药理 机构 备案 及 合同 签署 , 协助 及时 完成 SAE 及 SUSAR 相关 安全 报告 ；   2 、 协助 研究者 完成 试验 各个 阶段 研究 中心 文档 收集 、 整理 、 归档 ；   3 、 协助 研究者 完成 受试者 管理工作 ， 包括 受试者 招募 、 筛选 潜在 受试者 、 安排 受试者 访视 、 安排 实验室 各项 检查 、 获取 检查 结果 ；   4 、 协助 研究者 完成 试验 标本 处理 、 保存 运送 ；   5 、 协助 研究者 完成 临床 研究 药物 及其 相关 物资 管理 计数 ， 包括 药物 及其 相关 物资 接收 、 保存 、 分发 、 回收 归还 ， 并 完成 相关 记录 ；   6 、 研究者 授权 下 协助 研究者 填写 病例 报告 表及 差异 解决 （ 需要 医学 判断 除外 ） ；   7 、 协调 CRA 中心 访视 ， 提前准备 各种 文档 供 CRA 监查 ；   8 、 按照 试验 计划 中心 人员 及 申办 方等 全面 沟通 （ 邮件 、 口头 、 传真 ） 并 记录 ；   9 、 协助 研究者 完成 临床试验 其他 相关 。 ： 任职 资格 1 、 教育 背景 ： 大专 及 以上学历 ， 医学类 相关 专业 ， 药师 、 护士 优先 ， 临床 研究 相关 经验 者 优先 考虑 ；   2 、 经验 ： CRC 经验 半年 及 以上 ；   3 、 语言 能力 ： 英语 四级 、 六级 优先 ；   4 、 电脑 相关 知识 ： 熟练 用 Word 、 Excel 、 PPT 办公 软件 。",大专,1,2024-09-05,康龙化成,内江省市中区内江,生物|医药,3001人及以上,2024,内江
投资助理,165,1个月,： 1 .   协助 消费 投资 部门 消费 投资 ， 搜集 行业 信息 、 数据 ， 及时 跟踪 政策 及 行业 导向 ； 2 .   带教 老师 定向 培训 及 指导 下 ， 完成 指定 目标 ； ： 1 、 尽快 到 岗 ， 需要 上海 现场 实习 ， 每周 时间 不少 于 4 天 ， 总 时间 不少 于 1 个 月 ； 2 、 重点 学校 高年级 本科生 或者 研究生 ； 投资 行业 感兴趣 ， 尤其 大 消费 赛道 兴趣 ， top 咨询 / 投行 / VC 实习 经验 优先 ； 3 、 ownership ， 性格外向 ， 表达能力 强 ；,本科,2,2024-09-05,维信金科,上海省虹口区星荟中心,金融,3001人及以上,2024,上海
快消+互联网实习生,200,3个月,： 【 介绍 】 公司 有百吉 星河 两块 业务 ， 前者 一个 很 追求 补充剂 品牌 （ 发展 良好 ） ， 后者 一个 很 创意 挑战 互联网 产品 （ 新 上线 迭代 中 ） 。 招聘 1 - 3 位 实习生 ， 根据 能力 兴趣 ， 参与 到 业务 发展 中 ， 公司 培养 促进 。 表现 优秀 ， 可 直接 转正 。 公司 数位 A 级 人才 ， 可以 负责 传授 引领 成长 。 80% 大厂 经验 、 211 以上学历 。 【 岗位职责 】 一 、 可 按 兴趣 能力 参与 百吉 产品 全 链条 1 .   如 各类 电商 店铺 开设 、 上架 、 管理 、 优化 、 站 内 流量 获取 、 客服 对接 、 私域 ； 2 .   如 产品 生产 、 供应链 、 关务 、 物流 、 仓储 ； 3 .   产品设计 、 数据 调研 、 行业 研究 ； 4 .   重点 ： 百吉 运营 ， 协助 如小红书 、 知乎 、 视频 号 、 抖音 、 DTC 、 工具 内容 营销 、 价值 创造 。 从中 一个 补充剂 品牌 成长 发展 商业 真知 。 二 、 可 按 兴趣 能力 参与 星河 产品 全 链条 1 .   学习 协作 部分 产品设计 （ mastergo 软件 为主 ） ； 2 .   协助 初期 运营 。 从中 了解 一个 移动 互联网 创业 从 产品 到 运营 、 产生 现金流 商业 过程 。 ： 【 职位 】 1 、 典型 画像 ： 创业 型 、 技能型 、 营销 型 都 好 ， 补充剂 计算机相关 专业 更佳 ； 2 、 每周 可到 岗 至少 3 天 ， 可 全职 实习 3 个 月 以上 ， 转正 意愿 ； 3 、 自驱 ， 学习 目标 、 成长 需求 ， 勇于 任 事 敢于 学习 ， 逻辑 清晰 能 沟通 ； 4 、 重点高校 ， 211 、 985 高校 优先 考虑 ； ： A 级 人才 同行 ， 且 mentor 一个 1 - 10 ， 一个 0 - 1 ， 两个 机会 转正 机会,本科,3,2024-09-20,百吉,北京省朝阳区朝阳门天辰大厦704,快速消费品,10人以内,2024,北京
媒介助理,126,长期,： 岗位职责 1 、 协助 团队 抖音 、 快手 、 小红书 、 新 媒体 渠道 合作 项目 执行 2 、 协助 团队 执行 前 达 人 对接 ， 合同 落地 ， 脚本 确认 3 、 协助 团队 后 数据 回收 ， 项目 复盘 信息 收集 ： 任职 1 、 新 媒体 各个 平台 达 人 合作 感兴趣 2 、 具备 较强 沟通 能力 、 学习 能力 、 细心 、 有条理 3 、 研究生 在读 或 大三 、 大四 在读 ， 保证 一周 可以 到 岗 5 天 （ 仅 接受 线下 到 岗 实习 ， 暂 不 接受 线上 远程 ） 4 、 擅长 使用   Excle 做 数据 登记 5 、 后续 想 从事 该 行业 同学 优先 考虑,本科,2,2024-09-26,智苑文化,杭州省余杭区阿里巴巴西溪园区A区,互联网|游戏|软件,101~300人,2024,杭州
研究咨询实习生,135,3个月,： -   行业 案头 研究   -   通过 网络 信息 搜集 （ 包括 行业 报告 、 公司 新闻 报表 、 商业 分析 文章 ） 主要 方式 ， 品牌 所在 行业 以及 品牌 自身 发展 方向 形成 全面 理解 ， 行业 发展 关键 驱动力 竞争 局面 做出 初步判断 ， 或 寻找 可 参考 案例 。     -   协助 完成 招募 ， 通过 各种渠道 招募 到 符合 研究 年轻人 ， 邀约 他们 来 参加 活动 ；     -   田野工作 支持   -   我们 会以 各种 方式 展开 研究 ， 参与 研究 年轻人 互动 。 为了 能够 确保 现场 访问 顺利开展 ， 我们 需要 做 大量 准备 。 无论是 图片库 、 访问 大纲 、 人员 信息 打印 路线 指引 、 作业 回收 ， 还是 现场 用心 布置 、 笔记 照片 、 食品饮料 ， 都 需要 周到 、 高效 并 缜密 规划 准备 ， 能够 不 遗漏 任务 并 永远 Plan   B 。 我们 不仅 让 所在 项目组 安心 ， 还会 给 来 参加 研究 活动 年轻人 提供 难忘 好 体验 。 ： -   学校 读状态 ， 实习期 至少 保证 3 个 月 ， 每周 工作日 四天 以上 ， 满 三个 月 可开 加盖 公章 实习 证明 ；     -   青年 文化 感兴趣 ， 包容 多元 价值观 ， 喜欢 独立思考 ， 批判 精神 ； 相关 实习 或 学术 项目 经历 ， 桌面 研究 / 访问 经验 优先 ；     -   主动 沟通 ， 责任心 ， 对待 交付 任务 认真完成 ； 人类学 、 心理学 、 营销学 相关 专业 优先 ；     -   英文 写作 流畅 小伙伴 优先 。 （ 非 必需 ） 如 具有 定量 调查 / 统计分析 技能 兴趣 ， 更佳 。 ： -   人类学 研究 视角 ： 通过 学习 基础 定性 定量 研究 技能 ， 让 熟悉 事物 开始 产生 敬畏 之心 ， 收获 “ 理所 不 当然 ” 研究 视角 ；     -   新鲜 生活 视野 ： 收获 关于 现在 年轻人 都 想 什么 ， 玩 什么 一手 资讯 ， 理解 人文 社科 知识 / 视角 如何 帮助 解决 商业 问题 ；     -   个人 反思 启发 ： 深入 了解 同龄人 向往 焦虑 ， 见识 不同 类型 年轻人 所 采取 行动 策略 ， 理解 宏观 个人 生活 环境 个体 影响 ， 进而 自己 人生 探索 反思 启发 。,本科,10,2024-09-09,青年志,北京省朝阳区北苑东路上海长宁区愚园路749弄,广告|传媒|文化|体育,51~100人,2024,北京
内容运营实习生,110,6个月,： 1 、 负责 商店 内容 常规 资源 位 上下 线 ， 商店 内 榜单 内容 维护 ； 2 、 负责 应用 商店 内 PGC 专题 内容 输出 、 发布 、 结果 负责 ； 3 、 负责 商店 内 各 业务 方 配置 需求 执行 ； 4 、 其他 安排 事项 ： 1 、 本科 以上 、 中文 / 计算机相关 专业 ， 擅长 内容 、 推文 写作 ； 2 、 数码 、 科技 领域 感兴趣 优先 ； 3 、 思维 开放 、 性格 爽朗 ， 热衷 网上 冲浪 ； 4 、 逻辑 强 ， 数据 思维 ， 实习 6 月 以上 优先 考虑 ；,本科,2,2024-09-26,成都联想,成都省武侯区天府软件园C区C12F11,互联网|游戏|软件,3001人及以上,2024,成都
互联网产品实习生,85,6个月,： 1 、 参与 项目前期 需求 调研 、 分析 归类 、 攒 写 需求 文档 PRD ， 完成 产品 原型 设计 ； 2 、 协助 研发 / 测试人员 理解 产品 、 跟踪 研发 过程 ， 及时处理 研发 过程 中 提出 业务 疑点 ， 及时 调整 产品 文档 ， 确保 产品 准确无误 上线 ； 3 、 负责 产品 更新 迭代 ， 促进 功能 用户 体验 持续 提升 ； 4 、 完成 上级 交办 其他 事宜 。 ： 1 、 2024 届 本科 在校生 ， 实习 半年 以上 ， 每周 实习 5 天 。 2 、 全日制 本科 院校 ， 计算机软件 、 通讯 相关 专业 、 了解 媒体 及 内容 方向 优先 考虑 ； 3 、 具备 良好 文档 能力 ， 熟练掌握 office 办公 软件 操作 。 会 使用 Visio 、 Axure 、 MindManager 相关 工具软件 者 优先 考虑 ； 4 、 亲和力 佳 ， 善于 沟通 ， 具有 良好 理解能力 语言表达 能力 ； 5 、 具有 较强 逻辑思维 能力 学习 能力 ；,本科,2,2024-09-04,亚信科技,北京省海淀区北京市海淀区西直门北大街甲43号,IT|通信|电子,3001人及以上,2024,北京
在线答题老师,400,长期,： 1 、 根据 我司 发布 题目 （ 答案 ） ， 根据 解题 规范 录屏 解题 、 编辑 解析 文本 ： 1 、 学历 不 限 、 年龄 不 限 、 院校 不限 2 、 了解 题目 知识点 、 严格 按照 讲解 题目 规范 录屏 解题 或者 编辑 解析 文本 3 、 电脑 地点 ： 在线 办公 ， 时间 ： 弹性 ， 时间 自己 安排,大专,100,2024-10-02,林煜科技,省,互联网|游戏|软件,51~100人,2024,
新媒体实习,125,3个月,： 1 、 自 媒体 平台 微信 、 官方 微博 、 今日 头条 号 自 媒体 日常 运营 及 推文 ；   2 、 制定 各个 平台 粉丝 互动 策略 ， 增加 自 媒体 平台 粉丝 数 ， 提升 社群 活跃度 ；   3 、 撰写 公司 产品 、 媒体 合作 广告 页 文案 ； ： 1 、 新 媒体 版块 布局 、 主题 撰写 、 热点 策划 、 互动 活动 能力 ；   2 、 思想 鬼马 新颖 ， 新 媒体 环境 富有 热情 及 敏锐度 ;   3 、 自己 长期 创作 社交 账号 者 ， 社交 软件 热情 者 优先 。 ： 实习 证明 ， 超过 平均水平 薪酬 待遇 ， 转正 机会 ， 学习 培养,本科,2,2024-10-02,小嘻科技,成都省武侯区天府三街新希望国际B座,互联网|游戏|软件,11~50人,2024,成都
在线答题老师,400,长期,： 1 、 根据 我司 发布 题目 （ 答案 ） ， 根据 解题 规范 录屏 解题 、 编辑 解析 文本 ： 1 、 学历 不 限 、 年龄 不 限 、 院校 不限 2 、 了解 题目 知识点 、 严格 按照 讲解 题目 规范 录屏 解题 或者 编辑 解析 文本 3 、 电脑 地点 ： 在线 办公 ， 时间 ： 弹性 ， 时间 自己 安排,大专,100,2024-10-02,林煜科技,省,互联网|游戏|软件,51~100人,2024,
在线答题老师,400,长期,： ： 1 、 根据 我司 发布 题目 （ 答案 ） ， 根据 解题 规范 录屏 解题 、 编辑 解析 文本 ： ： 1 、 学历 不 限 、 年龄 不 限 、 院校 不限 2 、 了解 题目 知识点 、 严格 按照 讲解 题目 规范 录屏 解题 或者 编辑 解析 文本 3 、 电脑 地点 ： 在线 办公 ， 时间 ： 弹性 ， 时间 自己 安排,大专,100,2024-09-28,林煜科技,省,互联网|游戏|软件,51~100人,2024,
UI设计实习,125,6个月,： 1 、 参与 产品 界面 视觉 用户 研究 ； 协助 完成 移动 端 app 网页 设计 ；   2 、 支持 运营 设计 需求 ， 输出 海报 ， banner 设计 。 ： 1 、 精通 各种 设计 软件 ； 会 Sketch 者 优先 ;   喜欢 尝试 不同 设计 风格 ； 2 、 热爱生活 ， 兴趣爱好 广泛 ； 3 、 投递 简历 时请 提供 个人 设计 代表作品 。 ： 实习 证明 ， 超过 平均水平 薪酬 待遇 ， 转正 机会 ， 学习 培养,本科,2,2024-10-02,小嘻科技,成都省武侯区天府三街新希望国际B座,互联网|游戏|软件,11~50人,2024,成都
在线录题老师,600,1个月,： 1 、 根据 我司 发布 题目 （ 答案 ） ， 根据 解题 规范 录屏 解题 、 编辑 解析 文本 ： 1 、 学历 专科 及 以上 ， 年龄 不 限 六十岁 以下 ， 院校 不限 2 、 了解 题目 知识点 、 严格 按照 讲解 题目 规范 录屏 解题 或者 编辑 解析 文本 3 、 电脑 地点 ： 在线 办公 ， 时间 ： 弹性 ， 时间 自己 安排 ： 实习 证明 ， 教学 经验 ， 良好 实习 体验,大专,200,2024-09-28,林煜科技,省,互联网|游戏|软件,51~100人,2024,
海外运营实习,125,3个月,： 1 、 负责 海外 日常 用户意见 收集 ， 综合 分析 相关 情况 ， 输出 海外 版本 优化 建议 ； 2 、 根据 海外 用户 特性 ， 策划 运营 活动 ， 提高 海外 用户 活跃度 ； 3 、 撰写 英文 软文 ， 并 提交 到 各大自 媒体 平台 ， 协助 海外 市场 营销 推广 ； ： 1 、 英语 流利 或 擅长 其他 小 语种 ； 2 、 喜欢 人 打交道 ， 社交 软件 热情 ； 3 、 留学 或 海外 生活 经历 ， 海外 社交 App 经验 优先 ； ： 实习 证明 ， 超过 平均水平 薪酬 待遇 ， 转正 机会 ， 学习 培养,本科,2,2024-10-02,小嘻科技,成都省高新区天府三街新希望国际B座,互联网|游戏|软件,11~50人,2024,成都
在线一对一辅导老师家教,300,长期,： ： 公司 调查 统计 得出 ， 兼职 月 收入 3000 - 10000 ， 全职 （ 需 毕业 ） 月均 收入 8000 - 15000 元 ， 缴纳 五险 一金 ， 节假日 福利 ， 了解 面试 流程 ， 全程 不 收 任何 费用 ： 1 、 本科 及 以上学历 ， 国内外 名校 或者 通过 教师 资格证 笔试 考试 ， 或者 丰富 家教 经验 2 、 面试 全程 不 收 任何 费用 ； 3 、 擅长 小学 、 初中 、 高中课程 中 一门 科目 ； 4 、 符合 应聘 兼职 家教 老师 条件 请 加请 点击 报名 ， 了解 面试 流程 ， 全程 不 收 任何 费用 在家 或者 寝室 ， 网上 授课 兼职 时间 自由 ， 根据 自己 时间 来 安排 擅长 其中 一科 即可 小学 、 初中 、 高中 全 覆盖 语文 、 数学 、 英语 、 物理 、 化学 、 生物 、 政治 、 历史 、 地理 网上 在线 授课,本科,50,2024-09-28,林煜科技,省,互联网|游戏|软件,51~100人,2024,
在线辅导老师家教,400,长期,： 【 岗位职责 】 1 、 通过 平台 本身 自有 教学 线上 平台 在线 一对一 小学 / 中 / 高中 ， 擅长 其中 任何 一门 学科 教学 ； 欢迎 在校学生 前来 锻炼 提升 自己 ； 2 、 了解 并 根据 学生 学习 能力 需求 ， 准备 教学计划 课前 教案 ； 3 、 根据 学生 情况 因材施教 ， 提供 专业化 、 高质量 一对一 教学服务 ； 【 薪资 待遇 】 小学 ： 50 - 80 元 / 课时 初中 ： 70 - 120 元 / 课时 高中 ： 90 - 200 元 / 课时 以上 会 根据 授课 等级 不同 变动 ， 具体 薪资 请 参考 本 单位 现有 薪资 制度 ： 【 任职 】 1 、 擅长 高小初 高 课程 中 任 一门 科目 ； 2 、 本科 及 以上学历 ， 985 、 211 、 或者 教师 资格证 ， 或 经验 ， 优先 考虑 3 、 具有 较强 表达力 、 亲和力 ， 良好 教学 技巧 ； 4 、 保证 家里 或者 学校 寝室 良好 网络 环境 、 Windows 电脑系统 。 【 时间 】 1 、 时间 弹性 ， 根据 自己 时间 安排 在线 授课                                                                             【 方式 】 1 、 在线 网络 授课 答疑 ， 不 限制 地点,大专,100,2024-09-28,林煜科技,省,互联网|游戏|软件,51~100人,2024,
